"","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016"
"1",8.65968965223427,8.56235745469638,6.64253947378826,10.020561751161,11.8995886403661,12.159794209754,12.9851356201977,10.1550346067501,9.18808493206324,11.2606882937613,12.5654991978889,8.51576040774982,8.12579624853495,9.36366192413788,12.6914377899602,15.2526887995727,18.044181468367,16.9922356853908,10.0687882827498,2.46149216013001,10.4698340431916,11.0870805286721,7.76581564113938,7.21550711395985,9.26493631379143,4.88701674288602,2.7600435145785
