"","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016"
"1",1.92713378632856,1.73873005681527,1.40161242892862,2.3253861730568,2.93536176423267,3.00071500547693,3.09415062304489,2.41783269305707,2.14359740477412,2.67110463122367,2.64077344795664,1.88013371884176,1.825376869966,2.20072361644806,3.03105793370402,3.6560950046506,3.91849620656282,3.41139097680169,1.87797514636533,0.481385262913961,2.15206503602052,2.2189170945748,1.52338137408435,1.42762836612127,1.82186675647996,1.03605685090369,1.11650620770719
