"","sector","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","industry"
"1",1,0.0157730702441668,-0.0198158999375597,0.0412409534427363,0.0673850984239817,0.0847412423205538,0.0828416188096526,0.0644389224872922,0.0447451565234022,0.0734588005022687,0.0554104812152612,0.0653080927014658,0.00126839703328356,-0.159056069048492,0.066757801218828,0.0833191683279949,0.0941258792003041,0.103971336142919,0.151670374557868,0.25825187910216,-0.0536320702412636,0.0989588519567746,0.0922611802259875,0.0221923163503727,0.133275857293334,0.0524467118989664,0.00249379290560334,0.109613011530364,"Consumer Discretionary"
"2",2,0.0718366941523591,0.210011201755517,0.235756002171854,0.193307380625556,0.232824637758343,0.250311892335694,0.256694187100008,0.196412214250492,0.181061691673732,0.29151569217572,0.325341110369956,0.297910771169014,0.348665988595173,0.215441924521413,0.207273124882963,0.221948584104861,0.253132897548916,0.159885981571741,0.0681736147681301,0.0670658937074992,0.0752810622089357,0.0982847544190499,0.0886043676320982,0.095083698058904,0.107713523257075,0.101986528386835,0.116720524272118,"Consumer Staples"
"3",3,0.068769582958782,0.00390152136265362,0.0337030803992334,0.0893528253821146,0.0767803845058557,0.0474025331313083,0.0836166551419738,0.0334511849587385,0.0387966540590841,0.0418922841576075,0.122958601974337,0.0864740623985003,0.0364354291103158,0.097832540779512,0.155886673716568,0.192799914655622,0.150005512742317,0.086749513966794,0.152303784429592,0.228418066672354,0.0608837090240037,0.0304226379092425,0.0540568699859463,0.0228222006645742,0.00939787940456396,-0.0884625857160493,0.082852409129655,"Energy"
"4",4,0.0891577732722387,0.0682498193481476,-0.00203199291292043,0.0684360038371304,0.111731661290185,0.121461169331618,0.155319745390399,0.13767259165261,0.102592276589847,0.0909293510021296,0.108507021456874,0.0764717519512448,0.091549338557281,0.0549819153054506,0.10641459749772,0.135738067036052,0.175453163560696,0.164080833089209,0.0449235674268755,-0.0408149110582767,0.101618920724576,0.117802029483353,0.0965457626088607,0.103149891974109,0.128345706956312,0.0912415906989507,0.021849437308899,"Financials"
"5",5,0.180889380043437,0.0810637637580875,0.103335466119959,0.0796116218307388,0.0886660544590062,0.0435733294627444,-0.029818657620187,0.0458666323032056,0.0143728729019533,0.101780529453068,-0.0558533555204944,0.0161130227093463,0.00280383273815804,-0.0356752647911439,0.038241578249503,0.0450896318453772,0.0446323751743705,0.0830961333792971,0.0539166995239649,0.0916556020385079,0.0572685859886302,0.0807709150346946,0.0983887942141093,0.113415366967658,0.115766521185872,0.137034508504647,0.0986892851314228,"Health Care"
"6",6,0.08883657324966,0.0706535185400881,0.058758642219339,0.117352629028437,0.06174037393938,0.0837240472134624,0.0849424430293502,0.101897023703563,0.0907607071326437,0.110704974834152,0.050013457566107,-0.0692406201676534,0.0380309892082035,0.0759164745946137,0.0667045002861853,0.108713131559794,0.0868456125594115,0.205482715615105,0.124651534542082,-0.0375986840630326,0.0408930561915795,0.0448687898575354,0.062535037336434,0.0723899790612708,0.024847059744182,0.0218263083364715,-0.159529383227877,"Industrials"
"7",7,0.146282249418567,-0.244783258571631,-0.133754027598158,-0.203161100292383,0.0428329815845447,0.00543351290586546,-0.0309633390360164,-0.228057194097877,-0.091490332653569,-0.0767432462766643,-0.0249402074465849,-0.236407037244153,-0.308475554167958,-0.139966977686166,-0.0447983901299288,0.0282320969939303,0.0703615860080702,0.0490286511657621,0.040927063675237,0.0621480385329368,0.0843616603897416,0.0565969710844503,0.0706807931544658,0.0475164403492846,0.0426118240384171,0.00404172679233479,-0.254248572409464,"Information Technology"
"8",8,0.110225724886247,0.0851884566654044,0.0308162777242594,0.0863519094386078,0.0819886538367447,0.0848574379204128,0.0783323719517926,0.0510866682196834,0.0323905848087715,0.0529755748583089,0.0924809821642717,0.0593288823515564,0.0594623348388114,0.114027105341514,0.140943811705557,0.173905220499419,0.24578051894939,0.207182258290218,0.11662515010234,0.0495084182117766,0.151172951651677,0.150430014004321,0.0569737904536851,0.000444523494411307,0.0754472164670304,-0.028883842676837,0.0849590523190026,"Materials"
"9",9,-0.0904808092004988,-0.127238752335777,0.138331082123406,0.103176576640875,0.168214269886669,0.162319181688431,0.194645206005147,0.174122787386256,0.27538395442882,0.29798384540718,0.235985877256786,0.178313580577715,0.14454951877564,0.136563965790713,0.229019645921721,0.219630928392558,0.174537400646479,0.254110926378977,0.220484967579433,0.223867557925608,0.207425092477573,0.177265328302264,0.216376460900667,0.194467495522871,0.203966429968133,0.197730973611407,-0.162153165843238,"Telecommunications"
"10",10,0.0630332979194515,0.0572139751389512,0.0493130429732941,0.0748715079119483,0.0953537173557169,0.0957059013733062,0.117189294731674,0.12686907683782,0.104588962832733,0.100196672016707,0.130626498944056,0.0255239869445416,0.0726949990279744,0.0696035262873127,0.108093837542177,0.147181855141515,0.0705169181416527,0.043236382528023,0.0159060099586262,0.0361087398879251,-0.0435768971777613,0.0354782844405281,0.0408314001035832,0.0452946147056373,0.0713235144402055,0.0462680695345469,0.147969742194972,"Utilities"
