"","Industry.Group","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016"
"1","Consumer Discretionary",1.57730702441668,-1.98158999375597,4.12409534427363,6.73850984239817,8.47412423205538,8.28416188096526,6.44389224872922,4.47451565234022,7.34588005022687,5.54104812152612,6.53080927014658,0.126839703328356,-15.9056069048492,6.6757801218828,8.33191683279949,9.41258792003041,10.3971336142919,15.1670374557868,25.825187910216,-5.36320702412636,9.89588519567746,9.22611802259875,2.21923163503727,13.3275857293334,5.24467118989664,0.249379290560334,10.9613011530364
"2","Consumer Staples",7.18366941523591,21.0011201755517,23.5756002171854,19.3307380625556,23.2824637758343,25.0311892335694,25.6694187100008,19.6412214250492,18.1061691673732,29.151569217572,32.5341110369956,29.7910771169014,34.8665988595173,21.5441924521413,20.7273124882963,22.1948584104861,25.3132897548916,15.9885981571741,6.81736147681301,6.70658937074992,7.52810622089357,9.82847544190499,8.86043676320982,9.5083698058904,10.7713523257075,10.1986528386835,11.6720524272118
"3","Energy",6.8769582958782,0.390152136265362,3.37030803992333,8.93528253821146,7.67803845058557,4.74025331313083,8.36166551419738,3.34511849587385,3.87966540590841,4.18922841576075,12.2958601974337,8.64740623985003,3.64354291103158,9.7832540779512,15.5886673716568,19.2799914655622,15.0005512742317,8.6749513966794,15.2303784429592,22.8418066672353,6.08837090240037,3.04226379092425,5.40568699859463,2.28222006645742,0.939787940456396,-8.84625857160493,8.2852409129655
"4","Financials",8.91577732722387,6.82498193481476,-0.203199291292043,6.84360038371304,11.1731661290185,12.1461169331618,15.5319745390399,13.767259165261,10.2592276589847,9.09293510021296,10.8507021456874,7.64717519512448,9.1549338557281,5.49819153054506,10.641459749772,13.5738067036052,17.5453163560696,16.4080833089209,4.49235674268755,-4.08149110582767,10.1618920724576,11.7802029483353,9.65457626088607,10.3149891974109,12.8345706956312,9.12415906989507,2.1849437308899
"5","Health Care",18.0889380043437,8.10637637580875,10.3335466119959,7.96116218307388,8.86660544590062,4.35733294627444,-2.9818657620187,4.58666323032056,1.43728729019533,10.1780529453068,-5.58533555204944,1.61130227093463,0.280383273815804,-3.56752647911439,3.8241578249503,4.50896318453772,4.46323751743704,8.30961333792971,5.39166995239649,9.16556020385078,5.72685859886302,8.07709150346946,9.83887942141093,11.3415366967658,11.5766521185872,13.7034508504647,9.86892851314228
"6","Industrials",8.883657324966,7.06535185400881,5.8758642219339,11.7352629028437,6.174037393938,8.37240472134624,8.49424430293502,10.1897023703563,9.07607071326437,11.0704974834152,5.0013457566107,-6.92406201676534,3.80309892082035,7.59164745946137,6.67045002861853,10.8713131559794,8.68456125594115,20.5482715615105,12.4651534542082,-3.75986840630326,4.08930561915795,4.48687898575354,6.2535037336434,7.23899790612708,2.4847059744182,2.18263083364715,-15.9529383227877
"7","Information Technology",14.6282249418567,-24.4783258571631,-13.3754027598158,-20.3161100292383,4.28329815845447,0.543351290586546,-3.09633390360164,-22.8057194097877,-9.1490332653569,-7.67432462766643,-2.49402074465849,-23.6407037244153,-30.8475554167958,-13.9966977686166,-4.47983901299288,2.82320969939303,7.03615860080702,4.90286511657621,4.0927063675237,6.21480385329368,8.43616603897416,5.65969710844503,7.06807931544658,4.75164403492846,4.26118240384171,0.404172679233479,-25.4248572409464
"8","Materials",11.0225724886247,8.51884566654044,3.08162777242594,8.63519094386078,8.19886538367447,8.48574379204128,7.83323719517926,5.10866682196834,3.23905848087715,5.29755748583089,9.24809821642717,5.93288823515564,5.94623348388114,11.4027105341514,14.0943811705557,17.3905220499419,24.578051894939,20.7182258290219,11.662515010234,4.95084182117766,15.1172951651677,15.0430014004321,5.69737904536851,0.0444523494411307,7.54472164670304,-2.8883842676837,8.49590523190026
"9","Telecommunications",-9.04808092004988,-12.7238752335777,13.8331082123406,10.3176576640875,16.8214269886669,16.2319181688431,19.4645206005147,17.4122787386256,27.538395442882,29.798384540718,23.5985877256786,17.8313580577715,14.454951877564,13.6563965790713,22.9019645921721,21.9630928392558,17.4537400646479,25.4110926378977,22.0484967579433,22.3867557925607,20.7425092477573,17.7265328302264,21.6376460900667,19.4467495522871,20.3966429968133,19.7730973611407,-16.2153165843238
"10","Utilities",6.30332979194515,5.72139751389512,4.93130429732941,7.48715079119483,9.53537173557169,9.57059013733062,11.7189294731674,12.686907683782,10.4588962832733,10.0196672016707,13.0626498944056,2.55239869445416,7.26949990279744,6.96035262873127,10.8093837542177,14.7181855141515,7.05169181416527,4.3236382528023,1.59060099586262,3.61087398879251,-4.35768971777613,3.54782844405281,4.08314001035832,4.52946147056373,7.13235144402055,4.62680695345469,14.7969742194972
