"","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016"
"1",9.87115805884108,9.30557858526532,9.70644760968216,10.0852550857898,12.3889976046519,13.6733620750295,12.4645387787398,11.1026190539805,10.3172554718218,13.4085433222563,13.2836258908854,12.0536088534136,11.0242973795943,12.2604634908163,12.224368135554,14.5704509110642,16.3448187051576,14.6273921109529,13.270060857222,9.903775971826,11.5601153811287,12.8085134553379,11.6004657372018,12.2400942423641,10.9184910252534,7.27449694386797,2.89767834406428
