ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
MKE,Mako Hydrocarbons Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
MMI,Metro Mining Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
MMR,MEC Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
MOG,Moby Oil & Gas Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
MOS,Mosaic Oil NL,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
MPE,Magnum Gas & Power Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
MPO,Molopo Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
MRV,Moreton Resources Ltd,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NAE,New Age Exploration Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NDO,Nido Petroleum Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NEL,Nova Energy Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
NEN,Neon Capital Ltd,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NGE,New Guinea Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NGY,NuEnergy Gas Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NHC,New Hope Corporation Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NHO,New Horizon Coal Ltd,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
NMS,Neptune Marine Services Limited,Trading,Energy,Energy,Energy Equipment & Services
NPE,Newport Energy Limited,Withdrawn Float,Energy,Energy,Energy Equipment & Services
NSE,New Standard Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NVS,Novus Petroleum Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
NWE,Norwest Energy NL,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
NXS,Nexus Energy Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
NZO,New Zealand Oil & Gas Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
OBL,Oil Basins Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
OCA,Oil Company of Australia Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
ODN,Odin Energy Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
ODY,Odyssey Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
OEG,Orpheus Energy Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
OEL,Otto Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
OEX,Oilex Ltd,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
OGL,OGL Resources Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
OGY,Orca Energy Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
OKU,Oklo Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
OML1,Orogen Minerals Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
OMO,Omega Oil NL,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
OPL,Orchard Petroleum Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
ORG,Origin Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
OSH,Oil Search Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
OXX,Octanex N.L.,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PAW,Pawnee Energy Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
PCL,Pancontinental Oil & Gas NL,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PDN,Paladin Energy Ltd,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PEC,Perpetual Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PEN,Peninsula Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PES,Pure Energy Resources Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
PEZ,Premiere Eastern Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PGS,Planet Gas Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PGY,Pilot Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PKO,Peako Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PNL,Paringa Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PNL1,Pacific Forest Corporation Limited ,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
POW,Protean Wave Energy Ltd,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PPP,Pan Pacific Petroleum NL,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PRC,Pike River Coal Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
PRL,Petrel Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PSA,Petsec Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PSM,Peninsula Mines Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PVD,Pura Vida Energy NL,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PVE,Po Valley Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
PZC,Pan Asia Corporation Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
QGC,Queensland Gas Company Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
RAW,Rawson Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
RCI,Rocklands Richfield Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
RES,Resource Generation Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
REY,Rey Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
REZ,Resources & Energy Group Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
RGU,Regalpoint Resources Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
RIV,Riversdale Mining Limited,Delisted,Energy,Energy,Energy Equipment & Services
RLE,Real Energy Corporation Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
RMP,Red Emperor Resources NL,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
RNU,Renascor Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
ROC,Roc Oil Company Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
ROG,Red Sky Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
RPM,Roma Petroleum NL,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
RRS,Range Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
RSP,Resource Pacific Holdings Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
SAN,Sagalio Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SAO,Sino Australia Oil & Gas Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
SAS,Sky and Space Global Ltd,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SEA,Sundance Energy Australia Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SEH,Sino Gas & Energy Holdings Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SGC,Sacgasco Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SGL,Sydney Gas Ltd,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
SHG,Sunshine Gas Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
SKP,Skyland Petroleum Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
SLE,Sino-Excel Energy Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
SMM,Summit Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SMR,Stanmore Coal Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SNE,Somerton Energy Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
SNY,Sunbird Energy Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SO4,Salt Lake Potash Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SOL,Washington H. Soul Pattinson and Co. Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SPB,South Pacific Resources Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SPX,Spectrum Rare Earths Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
SRT,Star Striker Limited,Suspended,Energy,Energy,"Oil, Gas & Consumable Fuels"
SSN,Samson Oil & Gas Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
STO,Santos Limited,Trading,Energy,Energy,"Oil, Gas & Consumable Fuels"
STU,Stuart Petroleum Limited,Delisted,Energy,Energy,"Oil, Gas & Consumable Fuels"
