ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
FSF,Fonterra Shareholders' Fund,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
GFD,Green's Foods Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
GFF,Goodman Fielder Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
GMF1,Goodman Fielder Ltd,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
GNC,Graincorp Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
GRB,Gage Roads Brewing Co Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Beverages
HCT,Holista Colltech Limited,Trading,Consumer Staples,Household & Personal Products,Personal Products
HUO,Huon Aquaculture Group Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
KHF,KH Foods Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
LAL,Lowan Australia Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
LNN,Lion Nathan Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
LWB,Little World Beverages Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
MGC,MG Unit Trust,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MKP,Markwell Pacific Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MPA,Marine Produce Australia Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MSF,MSF Sugar Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
MTS,Metcash Limited,Trading,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
NEV,Neverfail Springwater Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
NFD,National Foods Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
NFO,Network Foods Limited,Delisted,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
NMW,Normans Wines Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
OZB,Oz Brewing Limited,Suspended,Consumer Staples,"Food, Beverage & Tobacco",Beverages
PAG,PrimeAg Australia,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
PBV,Pipers Brook Vineyard Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
PFL,Patties Foods Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
PLW,Peter Lehmann Wines Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
PTL,Pental Limited,Trading,Consumer Staples,Household & Personal Products,Household Products
QCH,Queensland Cotton Holdings Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
RGP,Refresh Group Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Beverages
RIC,Ridley Corporation Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
RYW,Reynolds Wines Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
SBE,Sabre Group Limited,Delisted,Consumer Staples,Household & Personal Products,Personal Products
SBI,Sterling Plantations Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SDT,Shandong Tianye Australia Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SFG,Seafarms Group Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SFL1,Snack Foods Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SFO,Seafood Online.com Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SHV,Select Harvests Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SPC,SPC Ardmona Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
SRP,Southcorp Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
SWS,Simeon Wines Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Beverages
TAN,Tandou Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TFL,TasFoods Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TGH,Tegel Group Holdings Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TGR,Tassal Group Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TSS,Tassal Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
TWE,Treasury Wine Estates Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Beverages
TWH,TW Holdings Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Beverages
VIT,Vitaco Holdings Limited,Trading,Consumer Staples,Household & Personal Products,Personal Products
VTA,Viterra Inc,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WBA,Webster Limited,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WCB,Warrnambool Cheese and Butter Factory Company,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WEG1,George Weston Foods Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WES,Wesfarmers Limited,Trading,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
WJM,Joe White Maltings Limited,Delisted,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WLD,Wellard Limited,Suspended,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WNR,Wingara Ag Ltd,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
WOW,Woolworths Limited,Trading,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing
YOW,Yowie Group Ltd,Trading,Consumer Staples,"Food, Beverage & Tobacco",Food Products
