ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
MGP,Managed Accounts Holdings Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
MGP2,MEM Group Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
MGR,Mirvac Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MIF,Macarthurcook Industrial Property Fund,Delisted,Financials,Real Estate,Real Estate Management & Development
MIR,Mirrabooka Investments Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
MIX,Mirvac Industrial Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MJC,Mejority Capital Limited,Trading,Financials,Diversified Financials,Capital Markets
MLT,Milton Corporation Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
MME,MTM Entertainment Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MNY,Money3 Corporation Limited,Trading,Financials,Diversified Financials,Consumer Finance
MOC,Mortgage Choice Limited,Trading,Financials,Banks,Thrifts & Mortgage Finance
MPB,Mackay Permanent Building Society Limited,Delisted,Financials,Banks,Banks
MPG,Macquarie Private Capital Group,Delisted,Financials,Diversified Financials,Capital Markets
MPL,Medibank Private Limited,Trading,Financials,Insurance,Insurance
MPR,Macquarie Prologis Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MPX,Mustera Property Group Limited,Trading,Financials,Real Estate,Real Estate Management & Development
MQG,Macquarie Group Limited,Trading,Financials,Diversified Financials,Capital Markets
MRI,MRI Holdings Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
MRT,Mariner Retirement Solutions Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
MRZ,Mirvac Real Estate Investment Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MSA,MacathurCook Asian Real Estate Securities Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MSX,Mineral Securities Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
MTD,Metroland Australia Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
MUE,Multiplex European Property Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MVT,Mercantile Investment Company Ltd,Trading,Financials,Diversified Financials,Capital Markets
MWG,Macquarie Winton Global Opportunities Trust,Delisted,Financials,Diversified Financials,Capital Markets
MXG,Multiplex Group,Delisted,Financials,Real Estate,Real Estate Management & Development
MXQ,Max Trust,Delisted,Financials,Diversified Financials,Capital Markets
MXX,Mineral Securities Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
MYS,Mystate Limited,Trading,Financials,Banks,Thrifts & Mortgage Finance
N1H,N1 Holdings Limited,Trading,Financials,Banks,Thrifts & Mortgage Finance
NAB,National Australia Bank Limited,Trading,Financials,Banks,Banks
NAC,Naos Absolute Opportunities Company Ltd,Trading,Financials,Diversified Financials,Capital Markets
NCC,Naos Emerging Opportunities Company Limited,Trading,Financials,Diversified Financials,Capital Markets
NHF,NIB Holdings Limited,Trading,Financials,Insurance,Insurance
NOC,Northern Crest Investments Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
NPH,New Privateer Holdings Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
NSR,National Storage REIT,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
NSR2,New South Resources Limited,Withdrawn Float,Financials,Real Estate,Real Estate Investment Trusts (REITs)
NSX,NSX Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
NVN,Novion Property Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
OAK,Oaks Hotels & Resorts Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
OCP,Oceania Capital Partners Limited,Trading,Financials,Diversified Financials,Capital Markets
OEQ,Orion Equities Limited,Trading,Financials,Diversified Financials,Capital Markets
OFX,OzForex Group Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
OKJ,Oakajee Corporation Limited,Trading,Financials,Diversified Financials,Capital Markets
OLM,Olympus Funds Management Limited,Withdrawn Float,Financials,Diversified Financials,Diversified Financial Services
OMP,OAMPS Limited,Delisted,Financials,Insurance,Insurance
ONX,Onyx Property Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
OUF,Oceanic Uranium Fund Limited,Withdrawn Float,Financials,Diversified Financials,Capital Markets
OVH,Onevue Holdings Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
OZG,Ozgrowth Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
PAC,Pacific Current Group Limited,Trading,Financials,Diversified Financials,Capital Markets
PAF,PM Capital Asian Opportunities Fund Limited,Trading,Financials,Diversified Financials,Capital Markets
PAI,Platinum Asia Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
PAO,Principal America Office Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
PAY,Payce Consolidated Limited,Trading,Financials,Real Estate,Real Estate Management & Development
PBS,Pioneer Permanent Building Society Limited,Delisted,Financials,Banks,Banks
PEP,Pepper Group Limited,Trading,Financials,Banks,Thrifts & Mortgage Finance
PEP1,Peplin Limited,Delisted,Financials,Banks,Thrifts & Mortgage Finance
PET,Peters MacGregor Investments Limited,Delisted,Financials,Diversified Financials,Capital Markets
PFG,Prime Financial Group Limited,Trading,Financials,Diversified Financials,Capital Markets
PFM,Pacific Mining Limited,Trading,Financials,Real Estate,Real Estate Management & Development
PGF,PM Capital Global Opportunities Fund Limited,Trading,Financials,Diversified Financials,Capital Markets
PHA,Public Holdings (Australia) Limited,Suspended,Financials,Diversified Financials,Capital Markets
PHI,Phileo Australia Limited,Trading,Financials,Real Estate,Real Estate Management & Development
PIA,Prudential Investment Company of Australia Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
PIC,Perpetual Equity Investment Company Limited,Trading,Financials,Diversified Financials,Capital Markets
PLB,Plan B Group Holdings Limited,Delisted,Financials,Diversified Financials,Capital Markets
PLG,Propertylink Group,Trading,Financials,Real Estate,Real Estate Management & Development
PMC,Platinum Capital Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
PMN,Promina Group Limited,Delisted,Financials,Insurance,Insurance
PMT,Permanent Trustee Company Ltd,Delisted,Financials,Diversified Financials,Diversified Financial Services
PNC,Pioneer Credit Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
POF,Principal Office Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
PPC,Peet Limited,Trading,Financials,Real Estate,Real Estate Management & Development
PPI,Pelorus Property Group Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
PPT,Perpetual Limited,Trading,Financials,Diversified Financials,Capital Markets
PRF,PR Finance Group Limited,Withdrawn Float,Financials,Diversified Financials,Diversified Financial Services
PRP,Prime Credit Property Trust,Suspended,Financials,Real Estate,Real Estate Investment Trusts (REITs)
PRV,Premium Investors Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
PSI,PSC Insurance Group Limited,Trading,Financials,Insurance,Insurance
PSI1,Pacific Strategic Investments Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
PTM,Platinum Asset Management Limited,Trading,Financials,Diversified Financials,Capital Markets
PTN,Prime Retirement and Aged Care Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
PXUPA,PaperlinX SPS Trust,Trading,Financials,Diversified Financials,Diversified Financial Services
QBE,QBE Insurance Group Limited,Trading,Financials,Insurance,Insurance
QSS,Questus Limited,Trading,Financials,Diversified Financials,Capital Markets
QST,Quest Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
QUE,Queste Communications Limited,Trading,Financials,Diversified Financials,Capital Markets
QUS,Betashares FTSE RAFI U.S. 1000 ETF,Trading,Financials,Diversified Financials,Capital Markets
QVE,QV Equities Limited,Trading,Financials,Diversified Financials,Capital Markets
RAF,Raffles Capital Limited,Suspended,Financials,Diversified Financials,Diversified Financial Services
RAT,Rubicon America Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
RBV,Rabinov Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
RCU,Real Estate Capital Partners USA Property Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
REU,Rubicon Europe Trust Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
RFF,Rural Funds Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
RHG,RHG Limited,Delisted,Financials,Banks,Thrifts & Mortgage Finance
RJT,Rubicon Japanese Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
RLG,RCL Group,Delisted,Financials,Real Estate,Real Estate Management & Development
RNC,Real Estate Corp Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
RNY,RNY Property Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
ROK,The Rock Building Society Limited,Delisted,Financials,Banks,Banks
RPG,Raptis Group Limited,Trading,Financials,Real Estate,Real Estate Management & Development
RRT,Record Realty,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
RYD,Ryder Capital Limited,Trading,Financials,Diversified Financials,Capital Markets
SAM,SIV Asset Management Limited,Trading,Financials,Diversified Financials,Capital Markets
SAP,Sabina Corporation Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
SCB,Scarborough Equities Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SCF,Southern Cross FLIERS Trust,Delisted,Financials,Diversified Financials,Consumer Finance
SCG,Scentre Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
SCO,Scottish Pacific Group Limited,Trading,Financials,Diversified Financials,Consumer Finance
SCP,Shopping Centres Australasia Property Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
SDF,Steadfast Group Limited,Trading,Financials,Insurance,Insurance
SDG,Sunland Group Limited,Trading,Financials,Real Estate,Real Estate Management & Development
SEM,Select Managed Funds Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SEQ,Sequoia Financial Group Ltd,Trading,Financials,Diversified Financials,Capital Markets
SFD,Sanford Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SFE,SFE Corporation Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SFL,Spring FG Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
SFW,SFG Australia Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SGB,St. George Bank Limited,Delisted,Financials,Banks,Banks
SGI,Signature Capital Investments Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SGO1,SME Growth Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SGP,Stockland,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
SNC,Sandon Capital Investments Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
SOE,Souls Private Equity Limited,Delisted,Financials,Diversified Financials,Capital Markets
SOR,Strategic Elements Limited,Trading,Financials,Diversified Financials,Capital Markets
SPD,Strategic Pooled Development Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
SPR,S8 Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
SPY,SPDR S&P 500 ETF Trust,Trading,Financials,Diversified Financials,Diversified Financial Services
SRV,Servcorp Limited,Trading,Financials,Real Estate,Real Estate Management & Development
SSL,Sietel Limited,Trading,Financials,Real Estate,Real Estate Management & Development
SUN,Suncorp Group Limited,Trading,Financials,Insurance,Insurance
SVS,Sunvest Corporation Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
SW1,Swift Networks Group Limited,Trading,Financials,Diversified Financials,Capital Markets
SWD,Sea World Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
SYL,Sylvastate Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
TAG,Tag Pacific Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
TAL,Tower Australia Group Limited,Delisted,Financials,Insurance,Insurance
TCN,Techniche Limited,Trading,Financials,Diversified Financials,Capital Markets
TER2,Terrain Australia Limited,Delisted,Financials,Diversified Financials,Consumer Finance
TFS,Tranzact Financial Services Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
TGG,Templeton Global Growth Fund Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
TGP,360 Capital Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
THG,Thakral Holdings Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
TIA,Tian An Australia Limited,Trading,Financials,Real Estate,Real Estate Management & Development
TIF1,Technology Investment Fund,Delisted,Financials,Diversified Financials,Diversified Financial Services
TIX,360 Capital Industrial Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
TLT,Tourism & Leisure Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
TOF,360 Capital Office Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
TOP,Thorney Opportunities Ltd,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
TOT,360 Capital Total Return Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
TPF,Timbercorp Primary Infrastructure Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
TPX,Tasmanian Perpetual Trustees Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
TRU,The Trust Company Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
TSM,ThinkSmart Limited,Trading,Financials,Diversified Financials,Consumer Finance
TSO,Tishman Speyer Office Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
TTH,Tooth & Company Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
TTL,Transcendence Technologies Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
TWR,Tower Limited,Trading,Financials,Insurance,Insurance
UOS,United Overseas Australia Limited,Trading,Financials,Real Estate,Real Estate Management & Development
UPG,Unity Pacific Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
URF,US Masters Residential Property Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
USF,US Select Private Opportunities Fund,Trading,Financials,Diversified Financials,Capital Markets
USG,US Select Private Opportunities Fund II,Trading,Financials,Diversified Financials,Capital Markets
USH,U.S. Masters Holdings Limited,Suspended,Financials,Diversified Financials,Diversified Financial Services
USR,US Residential Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
UUL,Ultima United Limited,Trading,Financials,Real Estate,Real Estate Management & Development
VACF,Vanguard Australian Corporate Fixed Interest Index ETF,Trading,Financials,Diversified Financials,Capital Markets
VCX,Vicinity Centres,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
VEL,Vealls Limited,Trading,Financials,Diversified Financials,Capital Markets
VES,Vesture Limited,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
VLW,Villa World Limited,Trading,Financials,Real Estate,Real Estate Management & Development
VOF,Valad Opportunity Fund No 11,Delisted,Financials,Real Estate,Real Estate Management & Development
VPG,Valad Property Group,Delisted,Financials,Real Estate,Real Estate Management & Development
VVR,Viva Energy REIT,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
VWD,Villa World Ltd,Delisted,Financials,Real Estate,Real Estate Management & Development
WAA,WAM Active Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
WAM,WAM Capital Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
WAX,WAM Research Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
WBC,Westpac Banking Corporation,Trading,Financials,Banks,Banks
WDE,Wealth Defender Equities Limited,Trading,Financials,Diversified Financials,Capital Markets
WFA,Westfield America Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
WFD,Westfield Corporation,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
WFT,Westfield Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
WHF,Whitefield Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
WIC,Westoz Investment Company Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
WIG,Wilson Group Limited,Trading,Financials,Diversified Financials,Capital Markets
WKC,Walker Corporation Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
WLE,WAM Leaders Limited,Trading,Financials,Diversified Financials,Capital Markets
WMK,Watermark Market Neutral Fund Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
WOT,Westpac Office Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
WOTCA,Westpac Office Trust CA,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
WSF,Westfield Holdings Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
WSG,Wolfstrike Rentals Group Limited,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
YBR,Yellow Brick Road Holdings Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
YNB,Yonder and Beyond Group Limited,Trading,Financials,Diversified Financials,Capital Markets
ZHE,Zheng He Global Capital Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
ZML,Zipmoney Ltd,Trading,Financials,Diversified Financials,Consumer Finance
