ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
AKF,Ask Funding Limited,Trading,Financials,Diversified Financials,Consumer Finance
AKR,Astra Capital Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
AKS,Australian Masters Corporate Bond Fund No1 Limited,Delisted,Financials,Diversified Financials,Capital Markets
AKT,Australian Masters Corporate Bond Fund No2 Limited,Delisted,Financials,Diversified Financials,Capital Markets
AKU,Australian Masters Corporate Bond Fund No3 Limited,Delisted,Financials,Diversified Financials,Capital Markets
AKW,Arturus Capital Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
AKX,Australian Masters Corporate Bond Fund No4 Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
AKY,Australian Masters Corporate Bond Fund No5 Limited,Suspended,Financials,Diversified Financials,Diversified Financial Services
ALF,Australian Leaders Fund Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
ALI,Argo Global Listed Infrastructure Limited,Trading,Financials,Diversified Financials,Capital Markets
ALR,Aberdeen Leaders Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
ALZ,Australand Property Group,Delisted,Financials,Real Estate,Real Estate Management & Development
AMH,AMCIL Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AMP,AMP Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
ANI,Australian Industrial REIT,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
ANZ,Australia & New Zealand Banking Group Ltd,Trading,Financials,Banks,Banks
AOF,Australian Unity Office Property Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
AOG,Aveo Group,Trading,Financials,Real Estate,Real Estate Management & Development
APD,APN Property Group Limited,Trading,Financials,Diversified Financials,Capital Markets
APR,API Fund,Delisted,Financials,Diversified Financials,Capital Markets
APW,Aims Property Securities Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
APZ,Aspen Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
AQE,Aequs Capital Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
AQF,Australian Governance Masters Index Fund Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
ARC,Australian Rural Capital Limited,Trading,Financials,Diversified Financials,Capital Markets
ARF,Arena REIT,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
ARG,Argo Investments Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
ARJ,The Ark Fund Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
ART,AMP Shopping Centre Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
ASR,Australian Rural Group Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
ASW,Advanced Share Registry Ltd,Trading,Financials,Diversified Financials,Capital Markets
ASX,ASX Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AUB,AUB Group Limited,Trading,Financials,Insurance,Insurance
AUF,Asian Masters Fund Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AUI,Australian United Investment Company Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AUP,Aurora Property Buy-Write Income Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
AUW,Australian Wealth Management Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
AVJ,AVJennings Limited,Trading,Financials,Real Estate,Real Estate Management & Development
AVN,Aventus Retail Property Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
AWQ,Arowana Australasian Value Opportunities Fund Limited,Trading,Financials,Diversified Financials,Capital Markets
AXA,AXA Asia Pacific Holdings Limited,Delisted,Financials,Insurance,Insurance
AXI,Axiom Properties Limited,Trading,Financials,Real Estate,Real Estate Management & Development
AYD,Australian Masters Yield Fund No 1 Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AYF,Australian Enhanced Income Fund,Trading,Financials,Diversified Financials,Capital Markets
AYH,Australian Masters Yield Fund No 2 Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AYI,A1 Investments & Resources Ltd,Trading,Financials,Diversified Financials,Capital Markets
AYJ,Australian Masters Yield Fund No 3 Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AYK,Australian Masters Yield Fund No 4 Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
AYT,Adelaide Managed Funds Asset Backed Yield Trust,Delisted,Financials,Diversified Financials,Diversified Financial Services
AYZ,Australian Masters Yield Fund No 5 Limited,Trading,Financials,Diversified Financials,Capital Markets
AZD,Amazing Loans Limited,Delisted,Financials,Diversified Financials,Consumer Finance
AZG1,Allianz Global Investors European Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
BAF,Blue Sky Alternatives Access Fund Limited,Trading,Financials,Diversified Financials,Capital Markets
BAO,Brookfield Australian Opportunities Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
BCG,Bitcoin Group Limited,Withdrawn Float,Financials,Diversified Financials,Diversified Financial Services
BEC,Becton Property Group,Delisted,Financials,Real Estate,Real Estate Management & Development
BEL,Bentley Capital Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
BEN,Bendigo and Adelaide Bank Limited,Trading,Financials,Banks,Banks
BFC,Beston Global Food Company Limited,Trading,Financials,Diversified Financials,Capital Markets
BFG,Bell Financial Group Limited,Trading,Financials,Diversified Financials,Capital Markets
BGR,Bronson Group Limited,Suspended,Financials,Diversified Financials,Capital Markets
BIV,Blue Capital Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
BKI,BKI Investment Company Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
BLA,Blue Sky Alternative Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
BMR,Balmoral Corporation Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
BNB,Babcock & Brown Limited,Delisted,Financials,Diversified Financials,Capital Markets
BOQ,Bank of Queensland Limited,Trading,Financials,Banks,Banks
BPA,Brookfield Prime Property Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
BQF,Bakehouse Quarter Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
BRY,BIL International Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
BSN,Bisan Limited,Trading,Financials,Diversified Financials,Capital Markets
BST,Barrack St Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
BTC,BioTech Capital Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
BTI,Bailador Technology Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
BTT,BT Investment Management Limited,Trading,Financials,Diversified Financials,Capital Markets
BWA,Bank of Western Australia Limited,Delisted,Financials,Banks,Banks
BWF,Blackwall Limited,Trading,Financials,Diversified Financials,Capital Markets
BWP,BWP Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
BWR,Blackwall Property Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CAF,Centrepoint Alliance Limited,Trading,Financials,Diversified Financials,Consumer Finance
CAM,Clime Capital Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
CAQ,CAQ Holdings Limited,Trading,Financials,Real Estate,Real Estate Management & Development
CBA,Commonwealth Bank of Australia,Trading,Financials,Banks,Banks
CBC,CBG Capital Limited,Trading,Financials,Diversified Financials,Capital Markets
CBL,CBL Corporation Limited,Trading,Financials,Insurance,Insurance
CCQ,Contango Capital Partners Limited,Delisted,Financials,Diversified Financials,Consumer Finance
CDF,Commonwealth Diversified Share Fund,Delisted,Financials,Diversified Financials,Diversified Financial Services
CDI,Challenger Diversified Property Group,Delisted,Financials,Real Estate,Real Estate Management & Development
CDL,Canada Land Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
CDM,Cadence Capital Limited,Trading,Financials,Diversified Financials,Capital Markets
CDP,Carindale Property Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CEP,Centro Properties Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CEQ,Central Equity Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
CER,Centro Retail Group,Suspended,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CFG,Challenger Financial Services Group,Delisted,Financials,Diversified Financials,Diversified Financial Services
CFI,Colonial First Private Capital Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CFT,Colonial First State Property Trust Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CGF,Challenger Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
CHC,Charter Hall Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CHF,Charter Pacific Corporation Limited,Suspended,Financials,Diversified Financials,Diversified Financial Services
CHG,Chieron Holdings Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
CHO,Choiseul Investments Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CHP,Chapmans Limited,Trading,Financials,Diversified Financials,Capital Markets
CHV,CMG CH China Investments Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CIE,Contango Income Generator Limited,Trading,Financials,Diversified Financials,Capital Markets
CIN,Carlton Investments Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
CIP,Colonial First State Industrial Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CIW,Clime Investment Management Ltd,Trading,Financials,Diversified Financials,Consumer Finance
CIX,Calliden Group Limited,Delisted,Financials,Insurance,Insurance
CIY,City Pacific Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CJT,CVC Property Fund,Delisted,Financials,Real Estate,Real Estate Management & Development
CKP,Cheviot Kirribilly Vineyard Property Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
CKT,Challenger Kenedix Japanese Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CLI,Challenger International Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CMA,Centuria Metropolitan Reit,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CMF1,Colonial First State Retail Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CMW,Cromwell Property Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CNB,CIC Australia Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
CNE,Canning Energy Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CNI,Centuria Capital Limited,Trading,Financials,Diversified Financials,Capital Markets
CNP,CNPR Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CNR,Coonawarra Australia Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
COC,Colonial First State Commercial Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
COU,Count Financial Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CPA,Commonwealth Property Office Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CPK,CP1 Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
CQO,Charter Hall Office REIT,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CQR,Charter Hall Retail REIT,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CRX1,China Region Investments Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
CSF,Centro Shopping America Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CSJ,Credit Suisse GP100 - Australia Trust,Delisted,Financials,Diversified Financials,Diversified Financial Services
CSU,Credit Suisse PL100 Emerging Markets Infrastructure Development Trust,Delisted,Financials,Diversified Financials,Capital Markets
CSW,Credit Suisse PL100 World Water Trust,Delisted,Financials,Diversified Financials,Consumer Finance
CTN,Contango Microcap Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
CVC,CVC Limited,Trading,Financials,Diversified Financials,Capital Markets
CVO,Cover-More Group Limited,Trading,Financials,Insurance,Insurance
CVW,Clearview Wealth Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
CWP,Cedar Woods Properties Limited,Trading,Financials,Real Estate,Real Estate Management & Development
CWT,Challenger Wine Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
CYA,Century Australia Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
CYB,CYBG Plc,Trading,Financials,Banks,Banks
DDF,Deutsche Diversified Trust,Suspended,Financials,Real Estate,Real Estate Investment Trusts (REITs)
DGH,Desane Group Holdings Limited,Trading,Financials,Real Estate,Real Estate Management & Development
DIT,Deutsche Industrial Trust,Suspended,Financials,Real Estate,Real Estate Investment Trusts (REITs)
DJW,Djerriwarrh Investments Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
DKN,DKN Financial Group Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
DM1,DirectMoney Limited,Trading,Financials,Diversified Financials,Consumer Finance
DOT,Deutsche Office Trust,Suspended,Financials,Real Estate,Real Estate Investment Trusts (REITs)
DUI,Diversified United Investment Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
DVA,Diversa Limited,Trading,Financials,Diversified Financials,Capital Markets
DVN,Devine Limited,Trading,Financials,Real Estate,Real Estate Management & Development
DXF,Ding Sheng Xin Finance Co. Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
DXS,Dexus Property Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
EAI,Ellerston Asian Investment Limited,Trading,Financials,Diversified Financials,Capital Markets
EAS,Easton Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
ECO,Echoice Limited,Suspended,Financials,Banks,Thrifts & Mortgage Finance
ECX,Eclipx Group Limited,Trading,Financials,Diversified Financials,Consumer Finance
EDT,EDT Retail Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
EFC,eFinancial Capital Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
EFG,Everest Financial Group Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
EGF,Ellerston Gems Fund,Delisted,Financials,Diversified Financials,Diversified Financial Services
EGH,Eureka Group Holdings Limited,Trading,Financials,Real Estate,Real Estate Management & Development
EGI,Ellerston Global Investments Limited,Trading,Financials,Diversified Financials,Capital Markets
EIG,European Investors Global Property Trust,Delisted,Financials,Diversified Financials,Capital Markets
ELI,Emerging Leaders Investment Limited,Delisted,Financials,Diversified Financials,Capital Markets
EMF,Emerging Markets Masters Fund,Trading,Financials,Diversified Financials,Capital Markets
EML,Emerchants Limited,Trading,Financials,Diversified Financials,Consumer Finance
ENA,Ensurance Ltd,Trading,Financials,Insurance,Insurance
EPF,Esplanade Property Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
EQT,Equity Trustees Limited,Trading,Financials,Diversified Financials,Capital Markets
ERC,eircom Holdings Limited,Delisted,Financials,Diversified Financials,Capital Markets
ETR,Etrade Australia Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
EXO,Ennox Group Ltd,Trading,Financials,Diversified Financials,Capital Markets
EZL,Euroz Limited,Trading,Financials,Diversified Financials,Capital Markets
FET,Folkestone Education Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
FFG,Fatfish Internet Group Ltd,Trading,Financials,Diversified Financials,Capital Markets
FGG,Future Generation Global Investment Company Ltd,Trading,Financials,Diversified Financials,Capital Markets
FGX,Future Generation Investment Company Limited,Trading,Financials,Diversified Financials,Capital Markets
FID,Fiducian Group Limited,Trading,Financials,Diversified Financials,Capital Markets
FLK,Folkestone Limited,Trading,Financials,Real Estate,Real Estate Management & Development
FOR,Forestech Limited,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
FRI,Finbar Group Limited,Trading,Financials,Real Estate,Real Estate Management & Development
FSA,FSA Group Limited,Trading,Financials,Diversified Financials,Consumer Finance
FSI,Flagship Investments Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
FST,Folkestone Social Infrastructure Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
FXL,FlexiGroup Limited,Trading,Financials,Diversified Financials,Consumer Finance
GBA,Grandbridge Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
GC1,Glennon Small Companies Limited,Trading,Financials,Diversified Financials,Capital Markets
GCA,GEC Asian Value Fund,Delisted,Financials,Diversified Financials,Diversified Financial Services
GCE,GEC Eurogrowth Fund,Delisted,Financials,Diversified Financials,Diversified Financial Services
GCH,GEC Australian Healthcare Fund,Delisted,Financials,Diversified Financials,Diversified Financial Services
GCM,Garda Capital Group,Trading,Financials,Diversified Financials,Capital Markets
GDF,Garda Diversified Property Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GDI,GDI Property Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GDI1,Golden Iron Resources Limited,Upcoming float,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GFL,Global Masters Fund Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
GGU,GEC Global Fund,Delisted,Financials,Diversified Financials,Diversified Financial Services
GHC,Generation Healthcare REIT,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GHG,Grand Hotel Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GJT,Galileo Japan Trust,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GMA,Genworth Mortgage Insurance Australia Limited,Trading,Financials,Banks,Thrifts & Mortgage Finance
GMF,GPT Metro Office Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GMG,Goodman Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GMI,Global Mining Investments Limited,Delisted,Financials,Diversified Financials,Capital Markets
GMY,Goldfields Money Limited,Trading,Financials,Banks,Banks
GOLD,ETFS Physical Gold,Trading,Financials,Diversified Financials,Capital Markets
GOW,Gowing Brothers Ltd,Trading,Financials,Diversified Financials,Diversified Financial Services
GOZ,Growthpoint Properties Australia,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GPS,GPS Alliance Holdings Limited,Trading,Financials,Real Estate,Real Estate Management & Development
GPT,GPT Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GSTIN,GPT Split Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
GTY,Gateway Lifestyle Group,Trading,Financials,Real Estate,Real Estate Management & Development
GVF,Global Value Fund Limited,Trading,Financials,Diversified Financials,Capital Markets
HFA,HFA Holdings Limited,Trading,Financials,Diversified Financials,Capital Markets
HGG,Henderson Group PLC,Trading,Financials,Diversified Financials,Capital Markets
HGL,Hudson Investment Group Limited,Trading,Financials,Real Estate,Real Estate Management & Development
HHL,Hunter Hall International Limited,Trading,Financials,Diversified Financials,Capital Markets
HHV,Hunter Hall Global Value Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
HHY,Hastings High Yield Fund,Trading,Financials,Diversified Financials,Capital Markets
HIC,Huntley Investment Company Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
HLS,Hillcrest Litigation Services Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
HME,Home Building Society Limited,Delisted,Financials,Banks,Banks
HML,Henry Morgan Limited,Trading,Financials,Diversified Financials,Capital Markets
HOM,Homeloans Limited,Trading,Financials,Banks,Thrifts & Mortgage Finance
HPI,Hotel Property Investments,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
HTS,Harts Australasia Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
HUB,HUB24 Limited,Trading,Financials,Diversified Financials,Capital Markets
IAG,Insurance Australia Group Limited,Trading,Financials,Insurance,Insurance
IBC,Ironbark Capital Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
IDR,Industria REIT,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
IEQ,International Equities Corporation Limited,Trading,Financials,Real Estate,Real Estate Management & Development
IFL,IOOF Holdings Limited,Trading,Financials,Diversified Financials,Capital Markets
IIF,ING Industrial Fund,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
IMF,IMF Bentham Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
INA,Ingenia Communities Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
INM,Iron Mountain Incorporated,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
INV,InvestSMART Group Limited,Trading,Financials,Diversified Financials,Capital Markets
IOF,Investa Office Fund,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
IPA,Indigo Properties Australia Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
IPC,Imperial Pacific Limited,Trading,Financials,Diversified Financials,Capital Markets
IPE,IPE Limited,Trading,Financials,Diversified Financials,Capital Markets
IPG,Investa Property Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
IPH1,Ipoh Limited,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
IQ3,IQ3CORP Limited,Trading,Financials,Diversified Financials,Capital Markets
IVS,IVS Holdings Ltd,Delisted,Financials,Real Estate,Real Estate Management & Development
IWI,International Wine Investment Fund (The),Delisted,Financials,Diversified Financials,Diversified Financial Services
IWL,IWL Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
IYS,IYS Instalment Receipt Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
JDV,JDV Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
JFG,James Fielding Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
JKL,Just Kapital Litigation Partners Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
KAM,K2 Asset Management Holdings Limited,Trading,Financials,Diversified Financials,Capital Markets
KAT,Katana Capital Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
KBC,Keybridge Capital Limited,Trading,Financials,Diversified Financials,Capital Markets
KBS,Kimberley Securities Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
KIT,Kiwi Income Property Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
KLO,Kingsland Global Ltd,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
KSL,Kina Securities Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
LCE,London City Equities Limited,Trading,Financials,Diversified Financials,Diversified Financial Services
LEP,ALE Property Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
LGR,Lanka Graphite Limited,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
LHB,Lionhub Group Limited,Trading,Financials,Real Estate,Real Estate Management & Development
LHM,Land & Homes Group Limited,Trading,Financials,Real Estate,Real Estate Management & Development
LIC,Lifestyle Communities Limited,Trading,Financials,Real Estate,Real Estate Management & Development
LLA,Living and Leisure Australia Group,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
LLC,LendLease Group,Trading,Financials,Real Estate,Real Estate Management & Development
LLP,Lend Lease Primelife Group,Delisted,Financials,Real Estate,Real Estate Management & Development
LMW,Landmark White Limited,Trading,Financials,Real Estate,Real Estate Management & Development
LRF,LinQ Resources Fund,Delisted,Financials,Diversified Financials,Capital Markets
LSL,Luminus Systems Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
LSX,Lion Selection Group Limited ,Trading,Financials,Diversified Financials,Diversified Financial Services
LTN,Lantern Hotel Group,Trading,Financials,Real Estate,Real Estate Investment Trusts (REITs)
LVL,LV Living Limited,Delisted,Financials,Real Estate,Real Estate Management & Development
MA1,Monash Absolute Investment Company Limited,Trading,Financials,Diversified Financials,Capital Markets
MAI,MainstreamBPO Limited,Trading,Financials,Diversified Financials,Capital Markets
MAX,Millinium's Alternatives Fund,Trading,Financials,Diversified Financials,Capital Markets
MCH,Murchison Holdings Limited,Trading,Financials,Diversified Financials,Capital Markets
MCK,MacarthurCook Limited,Delisted,Financials,Diversified Financials,Diversified Financial Services
MCQ,Macquarie Capital Alliance Group,Delisted,Financials,Diversified Financials,Capital Markets
MCX,Mariner Corporation Limited,Trading,Financials,Diversified Financials,Capital Markets
MEA,McGrath Holding Company Limited,Trading,Financials,Real Estate,Real Estate Management & Development
MFF,Magellan Flagship Fund Limited,Trading,Financials,Diversified Financials,Capital Markets
MFG,Magellan Financial Group Limited,Trading,Financials,Diversified Financials,Capital Markets
MGI,Macquarie Goodman Industrial Trust,Delisted,Financials,Real Estate,Real Estate Investment Trusts (REITs)
MGM,Macquarie Goodman Management Ltd,Delisted,Financials,Real Estate,Real Estate Management & Development
