ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
CGH,Calibre Group Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
CGR,CML Group Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
CHR,Chalmers Limited,Trading,Industrials,Transportation,Air Freight & Logistics
CIH,China Construction Holdings Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
CIM,CIMIC Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
CLH,Collection House Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CLL,P Cleland Enterprises Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CLO,Clough Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
CLQ,Clean TeQ Holdings Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CLX,CTI Logistics Limited,Trading,Industrials,Transportation,Air Freight & Logistics
CMG,Chandler Macleod Group Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CMI,CMI Limited,Trading,Industrials,Capital Goods,Electrical Equipment
CMN,Cumminscorp Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CMV,CMA Corporation Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CND,Clarius Group Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
COA,Coates Hire Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
COF,Coffey International Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CPI,CPI Group Limited,Delisted,Industrials,Capital Goods,Industrial Conglomerates
CRG,Crane Group Limited,Delisted,Industrials,Capital Goods,Machinery
CRH,Crowe Horwath Australasia Ltd,Delisted,Industrials,Commercial & Professional Services,Professional Services
CRU,Catalyst Recruitment Systems Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CSH,Concept Hire Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
CUP,Countplus Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
CWC,China Waste Corporation Limited,Suspended,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CWY,Cleanaway Waste Management Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CXP,Corporate Express Australia Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CXZ,Connexion Media Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
CYG,Coventry Group Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
D13,Department 13 International Ltd,Trading,Industrials,Capital Goods,Aerospace & Defense
DCG,Decmil Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
DEX,Dexion Limited,Delisted,Industrials,Capital Goods,Machinery
DGX,Diploma Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
DMX,DMX Corporation Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
DOW,Downer EDI Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
DRO,DroneShield Limited,Trading,Industrials,Capital Goods,Aerospace & Defense
DSB,Delta SBD Limited,Trading,Industrials,Capital Goods,Construction & Engineering
EAL,E&A Limited,Trading,Industrials,Capital Goods,Construction & Engineering
EAX,Energy Action Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
ECG,Ecargo Holdings Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
ECV,Ecosave Holdings Limited,Delisted,Industrials,Commercial & Professional Services,Professional Services
EGL,The Environmental Group Limited,Trading,Industrials,Capital Goods,Machinery
EGN,Engenco Limited,Trading,Industrials,Capital Goods,Machinery
EGY,Energy Technologies Limited,Trading,Industrials,Capital Goods,Electrical Equipment
EHL,Emeco Holdings Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
EIM,El Corporation Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
EMB,Embelton Limited,Trading,Industrials,Capital Goods,Building Products
EMC,Emefcy Group Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
EMM,Electrometals Technologies Limited,Delisted,Industrials,Capital Goods,Machinery
EON,Espreon Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
EOS,Electro Optic Systems Holdings Limited,Trading,Industrials,Capital Goods,Aerospace & Defense
ERS,Environmental Recovery Services Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
ESI,Environmental Clean Technologies Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
ESS,Essa Australia Limited,Delisted,Industrials,Capital Goods,Machinery
EVZ,EVZ Limited,Trading,Industrials,Capital Goods,Construction & Engineering
EWN,Erawan Company Limited,Delisted,Industrials,Capital Goods,Building Products
EZA,EZA Corporation Ltd,Suspended,Industrials,Commercial & Professional Services,Commercial Services & Supplies
FBR,Fastbrick Robotics Ltd,Trading,Industrials,Capital Goods,Machinery
FCG,Frontier Capital Group Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
FCO,Farsands Solutions Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
FDR,Federation Group Limited,Delisted,Industrials,Capital Goods,Machinery
FGE,Forge Group Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
FGI,Flat Glass Industries Limited,Delisted,Industrials,Capital Goods,Building Products
FOL,FutureOne Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
FRT,Farnell & Thomas Limited,Delisted,Industrials,Capital Goods,Machinery
GCG,Greencap Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
GCS,Global Construction Services Limited,Trading,Industrials,Capital Goods,Construction & Engineering
GER,Greenearth Energy Limited,Trading,Industrials,Capital Goods,Electrical Equipment
GGH,Global Gold Holdings Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
GNG,GR Engineering Services Limited,Trading,Industrials,Capital Goods,Construction & Engineering
GNV,Green Invest Limited,Suspended,Industrials,Commercial & Professional Services,Commercial Services & Supplies
GRD,GRD Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
GRG,GRG International LTD,Delisted,Industrials,Capital Goods,Trading Companies & Distributors
GWA,GWA Group Limited,Trading,Industrials,Capital Goods,Building Products
HCD,Huadu City Developments Limited,Delisted,Industrials,Transportation,Transportation Infrastructure
HDX,Hughes Drilling Limited,Suspended,Industrials,Capital Goods,Construction & Engineering
HIT,HiTech Group Australia Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
HJB,HJB Corporation Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
HLY,Hills Motorway Group,Delisted,Industrials,Transportation,Transportation Infrastructure
HMC,Hydromet Corporation Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
HNG,HGL Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
HST,Hastie Group Limited,Delisted,Industrials,Capital Goods,Machinery
HWE,Henry Walker Eltin Group Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
IAL,Investment Austasia Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
IDL,Industrea Limited,Delisted,Industrials,Capital Goods,Electrical Equipment
IFS,IFS Construction Services Ltd,Delisted,Industrials,Capital Goods,Construction & Engineering
IGL,IVE  Group Limited ,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
IPH,IPH Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
ITO,Intoll Group,Delisted,Industrials,Transportation,Transportation Infrastructure
IVT,Inventis Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
IWF,Integrated Group Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
JCI,JC International Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
JVG,JV Global Limited,Trading,Industrials,Capital Goods,Building Products
KNH,Koon Holdings Limited,Trading,Industrials,Capital Goods,Construction & Engineering
KOV,Korvest Ltd,Trading,Industrials,Capital Goods,Machinery
KSC,K&S Corporation Limited,Trading,Industrials,Transportation,Air Freight & Logistics
KTL,KTL Technologies Limited,Suspended,Industrials,Capital Goods,Building Products
LAU,Lindsay Australia Limited,Trading,Industrials,Transportation,Road & Rail
LBL,Laserbond Limited,Trading,Industrials,Capital Goods,Machinery
LCL,Lighting Corporation Limited,Delisted,Industrials,Capital Goods,Electrical Equipment
LCM,Logicamms Limited,Trading,Industrials,Capital Goods,Construction & Engineering
LDW,Ludowici Limited,Delisted,Industrials,Capital Goods,Machinery
LEV,Lemvest Limited,Delisted,Industrials,Capital Goods,Industrial Conglomerates
LYL,Lycopodium Limited,Trading,Industrials,Capital Goods,Construction & Engineering
MAH,Macmahon Holdings Limited,Trading,Industrials,Capital Goods,Construction & Engineering
MBD,MBD Corporation Limited,Delisted,Industrials,Capital Goods,Building Products
MBF,MBf Carpenters Limited,Delisted,Industrials,Capital Goods,Industrial Conglomerates
MCS,Mcaleese Limited,Trading,Industrials,Transportation,Road & Rail
MDC1,McConnell Dowell Corporation Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
MIL,Millennium Services Group Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
MIN,Mineral Resources Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
MJP,Martin Aircraft Company Limited,Trading,Industrials,Capital Goods,Aerospace & Defense
MLD,Maca Limited,Trading,Industrials,Capital Goods,Construction & Engineering
MMS,McMillan Shakespeare Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
MND,Monadelphous Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
MPP,Metro Performance Glass Limited,Trading,Industrials,Capital Goods,Building Products
MQA,Macquarie Atlas Roads Group,Trading,Industrials,Transportation,Transportation Infrastructure
MRM,MMA Offshore Limited,Trading,Industrials,Transportation,Marine
MSG,MCS Services Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
MSI,Multistack International Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
MSL,The MAC Services Group Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
MST,Metal Storm Limited,Delisted,Industrials,Capital Goods,Aerospace & Defense
MSV,Mitchell Services Limited,Trading,Industrials,Capital Goods,Construction & Engineering
MTM,Mareterram Limited,Trading,Industrials,Capital Goods,Building Products
MXI,Maxitrans Industries Limited,Trading,Industrials,Capital Goods,Machinery
MYE,Mastermyne Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
NAM,Namoi Cotton Co-Operative Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
NER,Neo Resources Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
NFG,National Forge Limited,Delisted,Industrials,Capital Goods,Machinery
NFK,Norfolk Group Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
NHR,National Hire Group Limited,Delisted,Industrials,Capital Goods,Trading Companies & Distributors
NIX,Nautronix Limited,Delisted,Industrials,Capital Goods,Electrical Equipment
NLX,Nylex Limited,Delisted,Industrials,Capital Goods,Industrial Conglomerates
NOL,National 1 Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
NWH,NRW Holdings Limited,Trading,Industrials,Capital Goods,Construction & Engineering
ODD,Oddsoft Ltd,Delisted,Industrials,Capital Goods,Construction & Engineering
OFW,Oilfield Workplace Group Limited,Suspended,Industrials,Commercial & Professional Services,Professional Services
OLH,Oldfields Holdings Limited,Trading,Industrials,Capital Goods,Machinery
OPG,Opus Group Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
ORH,ORH Limited,Suspended,Industrials,Capital Goods,Machinery
OTC,OTOC Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
OTI,Oriental Technologies Investment Limited,Trading,Industrials,Capital Goods,Electrical Equipment
OTR,Onterran Limited,Trading,Industrials,Capital Goods,Construction & Engineering
PBA,Peoplebank Australia Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
PCG,PCH Group Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
PEH,Pacific Environment Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
PHK,Phoslock Water Solutions Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
PLN,Planar Semiconductor Inc.,Delisted,Industrials,Capital Goods,Machinery
PMG,Peppercorn Management Group,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
PMP,PMP Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
PPK,PPK Group Limited,Suspended,Industrials,Capital Goods,Machinery
PPR,Promentum Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
PRG,Programmed Maintenance Services Ltd,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
PRK,Patrick Corporation Limited,Delisted,Industrials,Transportation,Transportation Infrastructure
PSN,Peninsular & Oriental Steam Navigation Company,Delisted,Industrials,Transportation,Marine
PST,Pearlstreet Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
PSZ,PS&C Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
PTB,PTB Group Limited,Trading,Industrials,Capital Goods,Aerospace & Defense
PTL1,Phoenix Technology Corporation Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
QAN,Qantas Airways Limited,Trading,Industrials,Transportation,Airlines
QHL,Quickstep Holdings Limited,Trading,Industrials,Capital Goods,Aerospace & Defense
QTK,Quiktrak Networks Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
QUB,Qube Holdings Limited,Trading,Industrials,Transportation,Transportation Infrastructure
R3D,Redchip International Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
RAL,Recruiters Australia Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
RBL1,Rib Loc Group Limited,Delisted,Industrials,Capital Goods,Building Products
RBS,Roberts Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
RCR,RCR Tomlinson Limited,Trading,Industrials,Capital Goods,Construction & Engineering
RCY,Rivercity Motorway Group,Delisted,Industrials,Transportation,Transportation Infrastructure
RDG,Resource Development Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
REC,Recall Holdings Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
REC1,Recruitment Solutions Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
REH,Reece Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
REX,Regional Express Holdings Limited,Trading,Industrials,Transportation,Airlines
RFT,Rectifier Technologies Ltd,Trading,Industrials,Capital Goods,Electrical Equipment
RFX,Redflow Limited,Trading,Industrials,Capital Goods,Electrical Equipment
RFX1,Redflex Limited ,Delisted,Industrials,Capital Goods,Electrical Equipment
RHD,Ross Human Directions Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
RIS,Richfield International Limited,Trading,Industrials,Transportation,Marine
RNL,Rision Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
RQL,Resource Equipment Ltd,Delisted,Industrials,Capital Goods,Trading Companies & Distributors
RUB,Rubicor Group Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
RWC,Reliance Worldwide Corporation Limited,Trading,Industrials,Capital Goods,Building Products
RWH,Royal Wolf Holdings Ltd,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SAI,SAI Global Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
SAK,Southern Cross Airports Corporation Holdings Limited,Delisted,Industrials,Transportation,Transportation Infrastructure
SAK1,Southern Cross Airports Corporation Holdings Ltd,Delisted,Industrials,Transportation,Transportation Infrastructure
SAKHA,Southern Cross Airports Corporation Holdings Limited,Delisted,Industrials,Transportation,Transportation Infrastructure
SBD,Delta SBD Limited,Withdrawn Float,Industrials,Capital Goods,Machinery
SCC,Scott Corporation Limited,Delisted,Industrials,Transportation,Road & Rail
SDM,Sedgman Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
SDS,SDS Corporation Limited,Delisted,Industrials,Capital Goods,Machinery
SEK,SEEK Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
SGF,Sg Fleet Group Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SHR,John Shearer (Holdings) Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SIQ,Smartgroup Corporation Ltd,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SIV,Silver Chef Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
SKD,Stockford Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SKE,Skilled Group Limited,Delisted,Industrials,Commercial & Professional Services,Professional Services
SKS,Stokes Limited ,Trading,Industrials,Capital Goods,Electrical Equipment
SKW,Skywest Limited,Delisted,Industrials,Transportation,Airlines
SLM,Salmat Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SNC1,Sonacom Limited,Delisted,Industrials,Capital Goods,Aerospace & Defense
SND,Saunders International Limited,Trading,Industrials,Capital Goods,Construction & Engineering
SPO,Spotless Group Holdings Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SPT,Spotless Group Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SRG,SRG Limited,Trading,Industrials,Capital Goods,Construction & Engineering
SRG1,Sydney Roads Group,Delisted,Industrials,Capital Goods,Construction & Engineering
SRH,Saferoads Holdings Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
SRS,Spicers Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
SSM,Service Stream Limited,Trading,Industrials,Capital Goods,Construction & Engineering
SST,Steamships Trading Company Limited,Trading,Industrials,Capital Goods,Industrial Conglomerates
STG,Staging Connections Group Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
STH,Strarch International Limited,Delisted,Industrials,Capital Goods,Construction & Engineering
STP,Sterihealth Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
SVW,Seven Group Holdings Limited,Trading,Industrials,Capital Goods,Trading Companies & Distributors
SWK,Swick Mining Services Ltd,Trading,Industrials,Capital Goods,Construction & Engineering
SWL,Seymour Whyte Limited,Trading,Industrials,Capital Goods,Construction & Engineering
SXE,Southern Cross Electrical Engineering Ltd,Trading,Industrials,Capital Goods,Construction & Engineering
SXR,Skywest Airlines Ltd,Delisted,Industrials,Transportation,Airlines
SYD,Sydney Airport,Trading,Industrials,Transportation,Transportation Infrastructure
SZG,Subzero Group Limited,Suspended,Industrials,Capital Goods,Construction & Engineering
TAT,Tat Hong Holdings Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
TBG,Tutt Bryant Group Limited,Delisted,Industrials,Capital Goods,Trading Companies & Distributors
TCL,Transurban Group,Trading,Industrials,Transportation,Transportation Infrastructure
TEM,Tempo Services Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
THO,THO Services Limited,Suspended,Industrials,Capital Goods,Construction & Engineering
TOL,Toll Holdings Limited,Delisted,Industrials,Transportation,Air Freight & Logistics
TOX,Tox Free Solutions Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
TPP,Tempo Australia Ltd,Trading,Industrials,Commercial & Professional Services,Professional Services
TPS,Threat Protect Australia Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
TTI,Traffic Technologies Ltd,Trading,Industrials,Transportation,Transportation Infrastructure
TWO,Talent2 International Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
UGL,UGL Limited,Trading,Industrials,Capital Goods,Construction & Engineering
UMS,UCMS Group Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
VAH,Virgin Australia Holdings Limited,Trading,Industrials,Transportation,Airlines
VED,Veda Group Limited,Delisted,Industrials,Commercial & Professional Services,Professional Services
VIE,Viento Group Limited,Suspended,Industrials,Capital Goods,Construction & Engineering
VKI,Viking Industries Limited,Delisted,Industrials,Transportation,Transportation Infrastructure
VLM,Valemus Limited,Withdrawn Float,Industrials,Capital Goods,Construction & Engineering
VMG,VDM Group Limited,Trading,Industrials,Capital Goods,Construction & Engineering
VTI,Virotec International Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
WAK,Wakenby Limited,Suspended,Industrials,Commercial & Professional Services,Professional Services
WDS,WDS Limited,Suspended,Industrials,Capital Goods,Construction & Engineering
WGL,Wangle Technologies Limited,Trading,Industrials,Capital Goods,Machinery
WLL,Wellcom Group Limited,Trading,Industrials,Commercial & Professional Services,Commercial Services & Supplies
WNZ,Waste Management NZ Limited,Delisted,Industrials,Commercial & Professional Services,Commercial Services & Supplies
WTP,Watpac Limited,Trading,Industrials,Capital Goods,Construction & Engineering
WWA,Wridgways Australia Limited,Delisted,Industrials,Transportation,Air Freight & Logistics
XIP,Xenith IP Group Limited,Trading,Industrials,Commercial & Professional Services,Professional Services
XRF,XRF Scientific Limited,Trading,Industrials,Capital Goods,Machinery
XTE,XTEK Ltd,Trading,Industrials,Capital Goods,Aerospace & Defense
YPB,YPB Group Ltd,Trading,Industrials,Commercial & Professional Services,Professional Services
YSL,York Group Limited,Delisted,Industrials,Capital Goods,Building Products
ZBB,ZBB Energy Corporation,Delisted,Industrials,Capital Goods,Electrical Equipment
ZGL,Zicom Group Limited,Trading,Industrials,Capital Goods,Machinery
