ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
CSV,CSG Limited,Trading,Information Technology,Software & Services,IT Services
CSX,Citadel Securix Limited,Delisted,Information Technology,Software & Services,IT Services
CTI,Chariot Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
CTL,Citect Corporation Limited,Delisted,Information Technology,Software & Services,Software
CUS,Customers Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
CV1,CV Check Ltd,Trading,Information Technology,Software & Services,IT Services
CVT,Covata Limited,Trading,Information Technology,Software & Services,Internet Software & Services
CYO,Clarity Oss Limited,Suspended,Information Technology,Software & Services,IT Services
DAT,Didasko Limited,Withdrawn Float,Information Technology,Software & Services,Internet Software & Services
DBS,Dark Blue Sea Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
DCC,DigitalX Limited,Trading,Information Technology,Software & Services,Software
DDR,Dicker Data Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
DMC,Digimatic Group Limited,Trading,Information Technology,Software & Services,Internet Software & Services
DSQ,DSQ Holdings Limited,Delisted,Information Technology,Software & Services,Software
DSX,Decimal Software Limited,Trading,Information Technology,Software & Services,Internet Software & Services
DTI,DTI Group Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
DTL,Data3 Limited,Trading,Information Technology,Software & Services,IT Services
DTX,Datetix Group Ltd,Trading,Information Technology,Software & Services,Software
DUB,Dubber Corporation Limited,Trading,Information Technology,Software & Services,Internet Software & Services
DWS,DWS Limited,Trading,Information Technology,Software & Services,IT Services
DYE,Dyesol Limited,Trading,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment
ECI,EC-Asia International Limited,Delisted,Information Technology,Technology Hardware & Equipment,Communications Equipment
EMO,EnterMo Limited,Withdrawn Float,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
ENZ,Enzumo Limited,Trading,Information Technology,Software & Services,Software
EOL,Energy One Limited,Trading,Information Technology,Software & Services,Software
EPD,Empired Ltd,Trading,Information Technology,Software & Services,IT Services
EPY,E-pay Asia Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
ESK,Etherstack PLC,Trading,Information Technology,Software & Services,Software
ESV,Eservglobal Limited,Trading,Information Technology,Software & Services,Software
FAC,Facilitate Digital Holdings Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
FCT,Firstwave Cloud Technology Limited,Trading,Information Technology,Software & Services,Internet Software & Services
FFT,Future Fibre Technologies Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
FLN,Freelancer Limited,Trading,Information Technology,Software & Services,Internet Software & Services
G8C,G8 Communications Limited,Trading,Information Technology,Technology Hardware & Equipment,Communications Equipment
GBT,GBST Holdings Limited,Trading,Information Technology,Software & Services,IT Services
GCN,GoConnect Limited,Trading,Information Technology,Software & Services,Internet Software & Services
GEE1,GES International Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals"
GEG,Grays eCommerce Group Limited,Trading,Information Technology,Software & Services,Internet Software & Services
GTK,Gentrack Group Limited,Trading,Information Technology,Software & Services,IT Services
GUI,Guilford Investments Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
HIL,Hills Limited ,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
HPX,HPAL Limited,Delisted,Information Technology,Software & Services,IT Services
HSN,Hansen Technologies Limited,Trading,Information Technology,Software & Services,Software
HWG,Hostworks Group Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
ICI,iCandy Interactive Limited,Trading,Information Technology,Software & Services,Software
ICU,Isentric Limited,Trading,Information Technology,Software & Services,Internet Software & Services
IDE,IDEAS International Limited,Delisted,Information Technology,Software & Services,IT Services
IFM,Infomedia Limited,Trading,Information Technology,Software & Services,Software
IGG,Ingena Group Limited,Delisted,Information Technology,Software & Services,IT Services
INO,Innovonics Limited,Delisted,Information Technology,Software & Services,Software
IOT,IOT Group Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
IPP,iProperty Group Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
IRE,IRESS Limited,Trading,Information Technology,Software & Services,IT Services
IRI,Integrated Research Limited,Trading,Information Technology,Software & Services,Software
ISD,iSentia Group Limited,Trading,Information Technology,Software & Services,Internet Software & Services
ISS,ISS Group Limited,Delisted,Information Technology,Software & Services,Software
ISX,iSIGNTHIS LTD,Trading,Information Technology,Software & Services,Internet Software & Services
ITN,Intercard Wireless Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
ITP,IT Capital Limited,Delisted,Information Technology,Software & Services,IT Services
ITX,itX Group Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
IUL,Imagine Un Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
IVO,Invigor Group Limited,Trading,Information Technology,Software & Services,Internet Software & Services
IWG,Iwebgate Limited,Trading,Information Technology,Software & Services,Internet Software & Services
IXL,IXLA Limited,Delisted,Information Technology,Software & Services,Software
JCS,Jcurve Solutions Ltd,Trading,Information Technology,Software & Services,Software
KAZ,KAZ Group Limited,Delisted,Information Technology,Software & Services,IT Services
KBU,Kabuni Ltd,Trading,Information Technology,Software & Services,Software
KKL,Kollakorn Corporation Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
KLM,KLM Group Ltd,Delisted,Information Technology,Technology Hardware & Equipment,Communications Equipment
KMA,Koolsee New Media Group Limited,Withdrawn Float,Information Technology,Software & Services,Software
KNM,Kneomedia Limited,Trading,Information Technology,Software & Services,Software
KNO,Knosys Limited,Trading,Information Technology,Software & Services,Software
KYC,Keycorp Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
LAA,Latam Autos Limited,Trading,Information Technology,Software & Services,Internet Software & Services
LAK,Lake Technology Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
LGD,Legend Corporation Limited,Trading,Information Technology,Technology Hardware & Equipment,Communications Equipment
LIB,LibertyOne Limited,Delisted,Information Technology,Software & Services,IT Services
LMC,Lemarne Corporation Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
LMS,Luminus Systems Limited,Delisted,Information Technology,Software & Services,Software
LNK,Link Administration Holdings Limited,Trading,Information Technology,Software & Services,IT Services
LNU,Linius Technologies Limited,Trading,Information Technology,Software & Services,Software
LOK,LookSmart Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
LRX,Longreach Group Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
LVH,LiveHire Limited,Trading,Information Technology,Software & Services,Internet Software & Services
LVT,Livetiles Limited,Trading,Information Technology,Software & Services,Software
MBE,Mobile Embrace Limited,Trading,Information Technology,Software & Services,Software
MBO,Mobilarm Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
MIG,Migme Limited,Suspended,Information Technology,Software & Services,Internet Software & Services
MKB,Moko Social Media Limited,Trading,Information Technology,Software & Services,Software
MLB,Melbourne IT Limited,Trading,Information Technology,Software & Services,Internet Software & Services
MMZ,Mooter Media Limited,Delisted,Information Technology,Software & Services,Software
MNW,Mint Payments Limited,Trading,Information Technology,Software & Services,Software
MOQ,MOQ Limited,Trading,Information Technology,Software & Services,Software
MOT,Motopia Limited,Trading,Information Technology,Software & Services,Software
MP1,Megaport Limited,Trading,Information Technology,Software & Services,Internet Software & Services
MSM,MSM Corporation International Ltd,Trading,Information Technology,Software & Services,Software
MSP,Maxsec Group Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
MTL,Manalto Limited,Trading,Information Technology,Software & Services,Internet Software & Services
MUA,Mitula Group Limited,Trading,Information Technology,Software & Services,Internet Software & Services
MVU,Matrix View,Delisted,Information Technology,Software & Services,IT Services
MWC,Media World Communications Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
MWR,MGM Wireless Ltd,Trading,Information Technology,Software & Services,IT Services
MYO,MYOB Group Limited,Trading,Information Technology,Software & Services,Software
MYO1,MYOB Limited,Delisted,Information Technology,Software & Services,Software
MYQ,Myfiziq Limited,Trading,Information Technology,Software & Services,Software
NEA,Nearmap Ltd,Trading,Information Technology,Software & Services,Internet Software & Services
NOP,New Opportunity Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
NOR,Norwood Systems Limited,Trading,Information Technology,Software & Services,Internet Software & Services
NOV,Novatti Group Limited,Trading,Information Technology,Software & Services,Software
NTC,NetComm Wireless Limited,Trading,Information Technology,Technology Hardware & Equipment,Communications Equipment
NTG,National Telecoms Limited,Delisted,Information Technology,Technology Hardware & Equipment,Communications Equipment
NUH,Nuheara Limited,Trading,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals"
NVO,Nvoi Ltd,Trading,Information Technology,Software & Services,Internet Software & Services
NXT,NEXTDC Limited,Trading,Information Technology,Software & Services,Internet Software & Services
OCL,Objective Corporation Limited,Trading,Information Technology,Software & Services,Software
OKN,Oakton Limited,Delisted,Information Technology,Software & Services,IT Services
OLV,Otherlevels Holdings Limited,Trading,Information Technology,Software & Services,Software
OMT,Omni Market Tide Ltd,Trading,Information Technology,Software & Services,Software
OOK,Ookami Limited,Trading,Information Technology,Software & Services,Internet Software & Services
OTH,Onthehouse Holdings Limited,Trading,Information Technology,Software & Services,Software
OTT,Open Telecommunications Limited,Delisted,Information Technology,Software & Services,IT Services
OTW,Over The Wire Holdings Limited,Trading,Information Technology,Software & Services,Internet Software & Services
PCH,Property Connect Holdings Limited,Trading,Information Technology,Software & Services,Internet Software & Services
PEG,Pixie Group Limited,Trading,Information Technology,Software & Services,Software
PIL,Peppermint Innovation Limited,Trading,Information Technology,Software & Services,Software
POP,Primary Opinion Limited,Trading,Information Technology,Software & Services,Software
PPL,Pureprofile Ltd,Trading,Information Technology,Software & Services,Internet Software & Services
PPS,Praemium Limited,Trading,Information Technology,Software & Services,Internet Software & Services
PRO,Prophecy International Holdings Limited,Trading,Information Technology,Software & Services,Software
PSY,Panorama Synergy Ltd,Trading,Information Technology,Software & Services,Software
PTX1,Pacific Matrix Limited,--,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
QIL,Quoin (Int) Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
QML,QMASTOR Limited,Delisted,Information Technology,Software & Services,Software
QMT,QM Technologies Limited,Delisted,Information Technology,Software & Services,IT Services
QTG,Q Technology Group Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
RBL,Redbubble Limited,Trading,Information Technology,Software & Services,Internet Software & Services
RCA,Raw Capital Partners Limited,Delisted,Information Technology,Software & Services,IT Services
RDF,Redflex Holdings Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
REV,Real Estate Investar Group Limited,Trading,Information Technology,Software & Services,Internet Software & Services
RFL,Rubik Financial Limited,Trading,Information Technology,Software & Services,IT Services
RFN,Reffind Limited,Trading,Information Technology,Software & Services,Software
RHP,Rhipe Limited,Trading,Information Technology,Software & Services,IT Services
RIL,Riddock International Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
RKN,Reckon Limited,Trading,Information Technology,Software & Services,Software
RNT,Rent.com.au Limited,Trading,Information Technology,Software & Services,Internet Software & Services
RPD,RP Data Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
RPX,RP Data Ltd,Delisted,Information Technology,Software & Services,IT Services
RTN,Rattoon Holdings Limited,Delisted,Information Technology,Software & Services,Software
RTS,Retail Technology & Services Limited,Delisted,Information Technology,Software & Services,Software
RUL,Runge Pincock Minarco Limited,Trading,Information Technology,Software & Services,Software
RXH,Rewardle Holdings Limited,Trading,Information Technology,Software & Services,Software
RXP,RXP Services Limited,Trading,Information Technology,Software & Services,IT Services
RZR,Razor Risk Technologies Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
SCD,Scantech Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
SCG1,Smart Communications Group Limited,Delisted,Information Technology,Software & Services,IT Services
SEN,Senetas Corporation Limited,Trading,Information Technology,Technology Hardware & Equipment,Communications Equipment
SFI,Spookfish Limited,Trading,Information Technology,Software & Services,Internet Software & Services
SGO,Stream Group Limited,Suspended,Information Technology,Software & Services,IT Services
SIL,Scholaris International Limited,Withdrawn Float,Information Technology,Software & Services,Software
SKF,Skyfii Ltd,Trading,Information Technology,Software & Services,Internet Software & Services
SLC1,SoftLaw Corporation Limited,Delisted,Information Technology,Software & Services,Software
SLX,Silex Systems Limited,Trading,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment
SM8,Shark Mitigation Systems Pty Ltd,Trading,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals"
SMA,SmartTrans Holdings Limited,Trading,Information Technology,Software & Services,Software
SMN,Structural Monitoring Systems Plc,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
SMP,Smartpay Holdings Limited,Trading,Information Technology,Software & Services,IT Services
SMX,SMS Management and Technology Limited,Trading,Information Technology,Software & Services,IT Services
SNN,Sonnet Corporation Limited,Delisted,Information Technology,Software & Services,IT Services
SNR,Synergy Plus Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
SNX,SecureNet Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
SOF,Sofcom Limited,Delisted,Information Technology,Software & Services,Internet Software & Services
SOH,Solution 6 Holdings Limited,Delisted,Information Technology,Software & Services,Software
SP1,Search Party Group Ltd,Suspended,Information Technology,Software & Services,Software
SPZ,Smart Parking Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
SRO,ShareRoot Ltd,Trading,Information Technology,Software & Services,Internet Software & Services
STL,StarGroup Limited,Trading,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals"
STR,Service Stream Ltd,Delisted,Information Technology,Technology Hardware & Equipment,Communications Equipment
TCH,Touchcorp Limited,Trading,Information Technology,Software & Services,Software
THD,Thred Limited,Trading,Information Technology,Software & Services,Software
TKF,TikForce Limited,Trading,Information Technology,Software & Services,Internet Software & Services
TMN,Telemedia Networks International Limited,Delisted,Information Technology,Technology Hardware & Equipment,Communications Equipment
TNE,Technology One Limited,Trading,Information Technology,Software & Services,Software
TNT,Tesserent Limited,Trading,Information Technology,Software & Services,Software
TOM,Tomizone Limited,Trading,Information Technology,Software & Services,Internet Software & Services
TQH,3Q Holdings Limited,Delisted,Information Technology,Software & Services,IT Services
TSN,Transaction Solutions International Limited,Trading,Information Technology,Software & Services,IT Services
TUP,TTG Fintech Limited,Trading,Information Technology,Software & Services,IT Services
TV2,TV2U International Limited,Trading,Information Technology,Software & Services,Internet Software & Services
TZL,TZ Limited,Trading,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
UBN,Urbanise.Com Limited,Trading,Information Technology,Software & Services,Internet Software & Services
ULT,Ultrapay Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
UPD,Updater Inc,Trading,Information Technology,Software & Services,Software
USC,Utility Services Corporation Limited,Delisted,Information Technology,Software & Services,IT Services
UXC,UXC Limited,Delisted,Information Technology,Software & Services,IT Services
VCM,VeCommerce Limited,Delisted,Information Technology,Software & Services,Software
VEA,Veda Advantage Limited,Delisted,Information Technology,Software & Services,IT Services
VGL,Vista Group International Limited,Trading,Information Technology,Software & Services,Software
VGL1,Volante Group Limited,Delisted,Information Technology,Software & Services,IT Services
VID,Videlli Limited,Delisted,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components"
VIP,Voltage IP Limited,Trading,Information Technology,Software & Services,Internet Software & Services
VPC,Velpic Limited,Trading,Information Technology,Software & Services,Internet Software & Services
VXS,Voxson Limited,Delisted,Information Technology,Technology Hardware & Equipment,Communications Equipment
WCG,Webcentral Group Limited,Delisted,Information Technology,Software & Services,Software
WMC,Wonhe Multimedia Commerce Ltd,Trading,Information Technology,Technology Hardware & Equipment,Communications Equipment
WNS,World.Net Services Limited,Trading,Information Technology,Software & Services,Internet Software & Services
WRR,World Reach Limited,Trading,Information Technology,Technology Hardware & Equipment,Communications Equipment
WTC,Wisetech Global Limited,Trading,Information Technology,Software & Services,Software
XF1,Xref Limited,Trading,Information Technology,Software & Services,Software
XPE,Xped Limited,Trading,Information Technology,Software & Services,Software
XRO,Xero Limited,Trading,Information Technology,Software & Services,Software
ZYB,Zyber Holdings Ltd,Trading,Information Technology,Software & Services,Internet Software & Services
