ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
ELX,Ellex Medical Lasers Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
EPL,Eyecare Partners Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
FFC,Farmaforce Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
FHM,Freehill Mining Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
FIT,Fitgenes Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
FNC,Foundation Healthcare Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
FPH,Fisher & Paykel Healthcare Corporation Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
FTT,Factor Therapeutics Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
GBI,Genera Biosystems Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
GEN,Genesis Research & Development Corporation Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
GGL1,Gribbles Group Limited (The),Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
GIA,Giaconda Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
GID,"GI Dynamics, Inc",Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
GLH,Global Health Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
GOD,Global Doctor Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
GRO,GroPep Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
GSS,Genetic Signatures Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
GTG,Genetic Technologies Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
HCN,Health Communication Network Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
HIN,"HeartWare International, Inc.",Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
HSO,Healthscope Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
HSP,Healthscope Ltd,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
HXL,Hexima Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
HZL,HZ Lim Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
ICS,ICSGlobal Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
IDT,IDT Australia Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
IDX,Integral Diagnostics Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
IIL,Innate Immunotherapeutics Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
IMC,Immuron Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
IMI,IM Medical Ltd,Suspended,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
IMU,Imugene Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
IPD,ImpediMed Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
IPN,Independent Practitioner Network Ltd,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
ISF,iSOFT Group Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
ITD,ITL Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
IVQ,Invitrocue Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
IVX,Invion Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
JHC,Japara Healthcare Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
JHL,Jayex Healthcare Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
KKT,Konekt Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
LBT,LBT Innovations Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
LCT,Living Cell Technologies Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
LHC,Lifehealthcare Group Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
LIP,Lipa Pharmaceuticals Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
M7T,Mach7 Technologies Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
MDC,Medlab Clinical Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
MDE,MedAire Inc,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
MDG,Medtech Global Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
MDR,MedAdvisor Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
MDV,Medivac Limited,Suspended,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
MEB,Medibio Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
MEM,Memphasys Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
MEQ,Metlifecare Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
MGZ,Medigard Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
MIA,MIA Group Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
MLA,Medical Australia Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
MMJ,MMJ Phytotech Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
MSB,Mesoblast Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
MVF,Monash IVF Group Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
MVP,Medical Developments International Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
MX1,Micro-X Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
MXC,MGC Pharmaceuticals Ltd,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
MYP,Mayne Pharma Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
MYX,Mayne Pharma Group Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
NAN,Nanosonics Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
NEU,Neuren Pharmaceuticals Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
NHL,Nova Health Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
NOX,Noxopharm Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
NRT,Novogen Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
NVL,National Veterinary Care Ltd,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
OBJ,OBJ Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
OCC,Orthocell Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
OHE,Orion Health Group Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
OIL,Optiscan Imaging Limited,Suspended,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
ONA,Oncaidia Limited,Withdrawn Float,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
ONE,Oneview Healthcare Plc,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
ONT,1300 Smiles Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
OPT,Opthea Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
OSL,Oncosil Medical Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
OSP,Osprey Medical Inc.,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
OVN,Oventus Medical Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
PAA,PharmAust Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PAB,Patrys Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
PAR,Paradigm Biopharmaceuticals Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
PBO,PanBio Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
PBP,Probiotec Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PBT,Prana Biotechnology Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
PGC,Paragon Care Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
PHG,Pulse Health Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
PHL,Pearl Healthcare Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
PIQ,Proteomics International Laboratories Ltd,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
PLI,Peplin Inc.,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PLT,Polartechnics Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
PME,Pro Medicus Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
PNM,Pallane Medical Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
PNO,PharmaNet Group Limited,Suspended,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PNV,Polynovo Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
POH,Phosphagenics Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PPH,Pan Pharmaceuticals Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
PRR,Prima BioMed Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
PRY,Primary Health Care Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
PSD,pSivida Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
PSQ,Pacific Smiles Group Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
PTX,Prescient Therapeutics Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
PVA,pSivida Corp,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
PVL1,Powerhouse Ventures Limited,Upcoming float,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PVT,Provet Holdings Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PXS,Pharmaxis Ltd,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
PYC,Phylogica Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
QRX,QRxPharma Limited,Suspended,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
RAC,Race Oncology Ltd,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
RAP,ResApp Health Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
RBC,Rubicon Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
RBY,Rockeby Biomed Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
RCE,Recce Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
REG,Regis Healthcare Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
RGS,Regeneus Ltd,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
RHC,Ramsay Health Care Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
RHS,Reproductive Health Science Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
RHT,Resonance Health Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
RMD,ResMed Inc.,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
RNO,Rhinomed Limited ,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
RSH,Respiri Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
RVA,Reva Medical Inc,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
SCU,Stemcell United Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
SDI,SDI Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
SHC,"Sunshine Heart, Inc",Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
SHL,Sonic Healthcare Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
SIE,SciGen Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
SIG,Sigma Company Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
SIP,Sigma Pharmaceuticals Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
SLA,Solagran Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
SNZ,Summerset Group Holdings Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
SOM,SomnoMed Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
SPL,Starpharma Holdings Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
SRX,Sirtex Medical Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
STC,Asset Realisation Company Plc,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
STI,Stirling Products Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
SUD,Suda Ltd,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
SVA,Simavita Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
SYB,Symbion Health Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
TDL,TBG Diagnostics Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
TDX,Tyrian Diagnostics Limited,Suspended,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
TEO,Telesso Technologies Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
TLZ,Telezon Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
TPE,TPI Enterprises Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services
TTC,Traditional Therapies Clinics Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
UBI,"Universal Biosensors, Inc.",Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
UCM,USCOM Ltd,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
UNS,Unilife Corporation,Trading,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
VBS,Vectus Biosystems Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
VCR,Ventracor Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
VEI,Vision Eye Institute Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Providers & Services
VHT,Volpara Health Technologies Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Technology
VLA,Viralytics Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
VLS,Vita Life Sciences Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
VRT,Virtus Health Limited,Trading,Health Care,Health Care Equipment & Services,Health Care Providers & Services
VSC,Vita Life Sciences Limited,Trading,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals
VSG,Visiomed Group Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
VSL,Vision Systems Limited,Delisted,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies
ZTL,Zenyth Therapeutics Limited,Delisted,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology
