ASX Code,Company Name,Status,GICS Sector,GICS Industry Group,GICS Industry
MCP,McPherson's Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
MCU,Mitchell Communication Group Limited,Delisted,Consumer Discretionary,Media,Media
MEA1,Media Corporation Australia Limited,Delisted,Consumer Discretionary,Media,Media
MEG,MCM Entertainment Group Limited,Delisted,Consumer Discretionary,Media,Media
MES,Mesbon China Nylon Limited,Delisted,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
MHI,Merchant House International Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
MHJ,Michael Hill International Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
MLC,Mothercare Australia Limited,Delisted,Consumer Discretionary,Retailing,Specialty Retail
MNA,Magnetica Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
MPH,Magna Pacific (Holdings) Limited,Delisted,Consumer Discretionary,Media,Media
MRN,Macquarie Media Limited,Trading,Consumer Discretionary,Media,Media
MTO,Motorcycle Holdings Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
MTR,Mantra Group Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
MTR2,Meditech Research Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
MYR,Myer Holdings Limited,Trading,Consumer Discretionary,Retailing,Multiline Retail
MZU,Mazu Alliance Limited,Delisted,Consumer Discretionary,Retailing,Internet & Catalog Retail
NBL,Noni B Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
NCK,Nick Scali Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
NCL,Netccentric Limited,Trading,Consumer Discretionary,Media,Media
NEC,Nine Entertainment Co. Holdings Limited,Trading,Consumer Discretionary,Media,Media
NEC1,Northern Energy Corporation Limited,Delisted,Consumer Discretionary,Media,Media
NHH,Newhaven Hotels Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
NLG,National Leisure & Gaming Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
NNW,99 Wuxian Limited,Trading,Consumer Discretionary,Retailing,Internet & Catalog Retail
NVT,Navitas Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
NWS,News Corporation,Trading,Consumer Discretionary,Media,Media
NWZ,Newzulu Limited,Trading,Consumer Discretionary,Media,Media
NZM,NZME Limited,Trading,Consumer Discretionary,Media,Media
OCE,Ocean Capital Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
OCV,Octaviar Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
ODG,Odyssey Gaming Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
OEC,Orbital Corporation Limited,Trading,Consumer Discretionary,Automobiles & Components,Auto Components
OML,Oohmedia Limited ,Trading,Consumer Discretionary,Media,Media
ONL,One North Entertainment Limited,Delisted,Consumer Discretionary,Media,Media
OOH,Oohmedia Group Limited,Delisted,Consumer Discretionary,Media,Media
OPS,OPSM Group  Limited,Delisted,Consumer Discretionary,Retailing,Specialty Retail
ORL,OrotonGroup Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
OZT,Oztrade Publishing Group Limited,Upcoming float,Consumer Discretionary,Media,Media
PBB,Pacifica Group Limited,Delisted,Consumer Discretionary,Automobiles & Components,Auto Components
PBG,Pacific Brands Limited,Delisted,Consumer Discretionary,Retailing,Distributors
PDR,Port Douglas Reef Resorts Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
PGR,The PAS Group Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
PKA,Plukka Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
PMV,Premier Investments Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
PMX,Palamedia Limited,Delisted,Consumer Discretionary,Media,Media
PNW,Pacific Star Network Limited,Trading,Consumer Discretionary,Media,Media
PPN,Planet Platinum Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
PRT,Prime Media Group Limited,Trading,Consumer Discretionary,Media,Media
PWH,PWR Holdings Limited,Trading,Consumer Discretionary,Automobiles & Components,Auto Components
QFX,Quickflix Limited,Suspended,Consumer Discretionary,Retailing,Internet & Catalog Retail
QMS,QMS Media Limited,Trading,Consumer Discretionary,Media,Media
QTM,Quantum Energy Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
RCG,RCG Corporation Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
RCL,Repco Corporation Limited,Delisted,Consumer Discretionary,Retailing,Distributors
RCT,Reef Casino Trust,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
RDH,RedHill Education Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
REA,REA Group Ltd,Trading,Consumer Discretionary,Media,Media
REB,Rebel Sport Limited,Delisted,Consumer Discretionary,Retailing,Specialty Retail
REG1,RG Capital Radio Limited,Delisted,Consumer Discretionary,Media,Media
REW,The Rewards Factory Limited,Delisted,Consumer Discretionary,Consumer Services,Diversified Consumer Services
RFG,Retail Food Group Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
RHL,Ruralco Holdings Limited,Trading,Consumer Discretionary,Retailing,Distributors
RMA,Reeltime Media Limited,Delisted,Consumer Discretionary,Media,Media
RMW,RM Williams Holdings Limited,Delisted,Consumer Discretionary,Retailing,Specialty Retail
RPF,Redcape Property Group,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
RUP,Rural Press Limited,Delisted,Consumer Discretionary,Media,Media
SAQ,Sydney Attractions Group Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SAX,Stadium Australia Group,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SBB,Sunbridge Group Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
SBC,Southern Cross Broadcasting Ltd,Delisted,Consumer Discretionary,Media,Media
SDC1,Sanity.com Limited,Delisted,Consumer Discretionary,Retailing,Internet & Catalog Retail
SDR,Sundowner Motor Inns Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SEL,S8 Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SFC,Schaffer Corporation Limited,Trading,Consumer Discretionary,Automobiles & Components,Auto Components
SFH,Specialty Fashion Group Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
SGF1,Spencer Gulf Telecasters Limited,Delisted,Consumer Discretionary,Media,Media
SGH,Slater & Gordon Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SGR,The Star Entertainment Group Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SGS,Stargames Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SGU,Success Global Media Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SHJ,Shine Corporate Ltd,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SHM,Shriro Holdings Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
SHU,Shenhua International Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
SIO,Simonds Group Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
SIT,Site Group International Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SIX,Sprintex Limited,Trading,Consumer Discretionary,Automobiles & Components,Auto Components
SKB,Skydive the Beach Group Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SKC,SkyCity Entertainment Group Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SKT,Sky Network Television Limited,Trading,Consumer Discretionary,Media,Media
SLK,Sealink Travel Group Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
SNL,Supply Network Limited,Trading,Consumer Discretionary,Retailing,Distributors
SRA,Strathfield Group Limited,Delisted,Consumer Discretionary,Retailing,Specialty Retail
SRF,Surfstitch Group Limited,Trading,Consumer Discretionary,Retailing,Internet & Catalog Retail
SRY,Story-I Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
SSG,Shaver Shop Group Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
SSI,Sino Strategic International Limited,Delisted,Consumer Discretionary,Consumer Services,Diversified Consumer Services
SSR,Southern Star Group Limited,Delisted,Consumer Discretionary,Media,Media
STV,Sunraysia Television Limited,Delisted,Consumer Discretionary,Media,Media
SUL,Super Retail Group Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
SWM,Seven West Media Limited,Trading,Consumer Discretionary,Media,Media
SXL,Southern Cross Media Group Limited,Trading,Consumer Discretionary,Media,Media
TAB,TAB Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TAH,Tabcorp Holdings Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TAU,Trustees Australia Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TBC,Tribeca Learning Limited,Delisted,Consumer Discretionary,Consumer Services,Diversified Consumer Services
TBH,TopBetta Holdings Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TCO,Transmetro Corporation Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TEN,Ten Network Holdings Limited,Trading,Consumer Discretionary,Media,Media
TFG,Total Face Group Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
TGA,Thorn Group Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
TLC,"Tourism, Hotels & Leisure Limited",Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TME,Trade Me Group Limited,Trading,Consumer Discretionary,Retailing,Internet & Catalog Retail
TMP,Tech Mpire Limited,Trading,Consumer Discretionary,Media,Media
TNK,Think Childcare Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
TNS,Transonic Travel Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TPW,Temple & Webster Group Ltd,Trading,Consumer Discretionary,Retailing,Internet & Catalog Retail
TRS,The Reject Shop Limited,Trading,Consumer Discretionary,Retailing,Multiline Retail
TSG,Total Sport & Entertainment Group Limited,Delisted,Consumer Discretionary,Media,Media
TTA,TTA Holdings Limited,Trading,Consumer Discretionary,Retailing,Distributors
TTS,Tatts Group Limited,Trading,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TVL,Travel.com.au Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
TWD,Tamawood Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,Household Durables
TWT,TWT Group Limited,Delisted,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
TXT,Text Media Group Limited,Delisted,Consumer Discretionary,Media,Media
TYO,Treyo Leisure And Entertainment Limited,Delisted,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products
UCW,UCW Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
UTB,UNiTAB Limited,Delisted,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure"
VET,Vocation Limited,Suspended,Consumer Discretionary,Consumer Services,Diversified Consumer Services
VIA,Viagold Capital Limited,Trading,Consumer Discretionary,Consumer Services,Diversified Consumer Services
VIG,Victor Group Holdings Limited ,Trading,Consumer Discretionary,Media,Media
VMT,Vmoto Limited,Trading,Consumer Discretionary,Automobiles & Components,Automobiles
VRL,Village Roadshow Limited,Trading,Consumer Discretionary,Media,Media
VTG,Vita Group Limited,Trading,Consumer Discretionary,Retailing,Specialty Retail
WAT,Waterco Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products
WEB,Webjet Limited,Trading,Consumer Discretionary,Retailing,Internet & Catalog Retail
WHS,Warehouse Group Limited (The),Delisted,Consumer Discretionary,Retailing,Multiline Retail
WPP,WPP AUNZ Ltd,Trading,Consumer Discretionary,Media,Media
WTF,Wotif.com Holdings Limited,Delisted,Consumer Discretionary,Retailing,Internet & Catalog Retail
XPD,XPD Soccer Gear Group Limited,Trading,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods"
XTD,XTD Limited,Trading,Consumer Discretionary,Media,Media
